"Country","ParticipantName","Address","City","BIC","Readiness Date","Scheme Leaving Date","Scheme Options"
"ESTONIA","Swedbank AS","8, LIIVALAIA","TALLINN","HABAEE2XXXX","2018-09-11","",""
"FINLAND","Aktia Bank p.l.c.","P.O. BOX 207","HELSINKI","HELSFIHHXXX","2020-05-04","",""
"FINLAND","BANK OF ALAND PLC","2, NYGATAN","MARIEHAMN","AABAFI22XXX","2022-02-10","",""
"FINLAND","Bonum Bank Ltd.","HEVOSENKENKA 3","ESPOO","POPFFI22XXX","2019-05-02","",""
"FINLAND","Narvi Payments Ob Ay","Nordic Law Oy Erottajankatu 5 A 6","HELSINKI","NARYFIH2XXX","2022-09-05","",""
"FINLAND","Nordea Bank Abp","Satamaradankatu 5","HELSINKI","NDEAFIHHXXX","2018-10-01","",""
"FINLAND","OP Corporate Bank plc","Gebhardinaukio 1,","HELSINKI","OKOYFIHHXXX","2019-04-09","",""
"FINLAND","S-BANK Plc.","P.O.Box 77","Helsinki","SBANFIHHXXX","2022-02-10","",""
"FINLAND","SAASTOPANKKIEN KESKUSPANKKI SUOMI OY","Teollisuuskatu 33","HELSINKI","ITELFIHHXXX","2019-05-02","",""
"FRANCE","AFONE PAIEMENT","11 Place François Mitterrand","ANGERS","AFOPDEB2XXX","2021-07-05","",""
"FRANCE","ARKEA BANQUE ENTREPRISE ET INSTITUTIONNELS","1 ure Louis Lichou","Le Relecq-Kerhuon","CMBRFR2BCME","2019-01-08","",""
"FRANCE","ARKEA BANQUE PRIVEE","232, RUE GENERAL PAULET","BREST","FEFIFR21XXX","2020-04-07","",""
"FRANCE","Arkea Direct Bank","Tour Ariane 5, place de la Pyramide","Paris La Défense","FTNOFRP1XXX","2019-01-08","",""
"FRANCE","AXA BANQUE SA","203 / 205, rue Carnot","FONTENAY SOUS BOIS CEDEX","AXABFRPPXXX","2022-01-18","",""
"FRANCE","BANQUE BCP","16 rue Hérold","PARIS","BPSMFRPPXXX","2018-04-03","",""
"FRANCE","BANQUE CHALUS","5, PLACE DE JAUDE","CLERMONT FERRAND","BCHAFR21XXX","2018-12-14","",""
"FRANCE","BANQUE CIC EST","31 rue Jean Wenger-Valentin","STRASBOURG","CMCIFRP1SNV","2018-09-14","",""
"FRANCE","BANQUE CIC NORD OUEST","33 avenue Le Corbusier","LILLE","CMCIFRP1BSD","2018-09-14","",""
"FRANCE","BANQUE CIC OUEST","2 avenue JC Bonduelle","NANTES","CMCIFRP1CIO","2018-09-14","",""
"FRANCE","BANQUE CIC SUD OUEST","20 quai des Chartrons","BORDEAUX","CMCIFRP1SBC","2018-09-14","",""
"FRANCE","BANQUE COURTOIS","33, RUE DE REMUSAT","TOULOUSE Cedex 6","COURFR2TXXX","2018-11-20","",""
"FRANCE","BANQUE DE SAVOIE","6 BLD DU THEATRE CS 82422","CHAMBERY CEDEX","BSAVFR2CXXX","2018-04-03","",""
"FRANCE","BANQUE DELUBAC & Cie","16 PLACE SALEON TERRAS","LE CHEYLARD","DELUFR22XXX","2023-02-01","",""
"FRANCE","Banque du Batiment et des Travaux Publics","48 RUE LA PEROUSE CS 51686","PARIS CEDEX","BATIFRP1XXX","2019-06-04","",""
"FRANCE","BANQUE EUROPEENNE DU CREDIT MUTUEL","4 RUE FREDERIC-GUILLAUME RAIFFEISEN","STRASBOURG","CMCIFRP1BEC","2018-09-14","",""
"FRANCE","BANQUE FEDERATIVE DU CREDIT MUTUEL (BFCM)","4 RUE FREDERIC-GUILLAUME RAIFFEISEN","STRASBOURG","CMCIFRPAXXX","2018-09-14","",""
"FRANCE","BANQUE INTERNATIONALE DE COMMERCE - BRED","18,quai de la Rapee","PARIS","BICFFRPPXXX","2018-10-08","",""
"FRANCE","BANQUE KOLB S.A.","5 rue Saint Leon","Nancy","KOLBFR21XXX","2018-11-20","",""
"FRANCE","BANQUE LAYDERNIER","10, AVENUE DU RHONE","ANNECY","LAYDFR2WXXX","2018-11-20","",""
"FRANCE","BANQUE NUGER","7, PLACE MICHEL DE L'HOSPITAL","CLERMONT FERRAND","BNUGFR21XXX","2018-11-20","",""
"FRANCE","BANQUE PALATINE","42 rue d.Anjou","PARIS","BSPFFRPPXXX","2021-03-08","",""
"FRANCE","BANQUE POPULAIRE ALSACE LORRAINE CHAMPAGNE","3 Rue Francois de Curel BP 40124","METZ CEDEX 1","CCBPFRPPMTZ","2018-04-03","",""
"FRANCE","BANQUE POPULAIRE AQUITAINE CENTRE ATLANTIQUE","10,Quai des Queyries","Bordeaux Cedex","CCBPFRPPBDX","2018-04-03","",""
"FRANCE","BANQUE POPULAIRE AUVERGNE RHONE-ALPES","4 boulevard Eugene Deruelle","LYON","CCBPFRPPGRE","2018-04-03","",""
"FRANCE","BANQUE POPULAIRE BOURGOGNE FRANCHE COMTE","14 Bd de la Tremouille BP 310","DIJON Cedex","CCBPFRPPDJN","2018-04-03","",""
"FRANCE","BANQUE POPULAIRE DU NORD","845,avenue de la Republique","Marcq en Baroeul","CCBPFRPPLIL","2018-04-03","",""
"FRANCE","BANQUE POPULAIRE DU SUD","38 Boulevard Georges Clemenceau,","Perpignan Cedex 09","CCBPFRPPPPG","2018-04-03","",""
"FRANCE","BANQUE POPULAIRE GRAND OUEST","1,Rue Francoise Sagan,Saint Herblain","NANTES CEDEX 9","CCBPFRPPNAN","2018-04-03","",""
"FRANCE","BANQUE POPULAIRE MEDITERRANEE","457 Promenade des Anglais","NICE CEDEX 3","CCBPFRPPMAR","2018-04-03","",""
"FRANCE","BANQUE POPULAIRE OCCITANE","33 . 43,avenue Georges Pompidou","Balma Cedex","CCBPFRPPTLS","2018-04-03","",""
"FRANCE","BANQUE POPULAIRE RIVES DE PARIS","76-78 avenue de France","Paris cedex 13","CCBPFRPPMTG","2018-04-03","",""
"FRANCE","BANQUE POPULAIRE VAL DE FRANCE","9,AVENUE NEWTON","MONTIGNY LE BRETONNEUX","CCBPFRPPVER","2018-04-03","",""
"FRANCE","BANQUE RHONE ALPES","235 COURS LAFAYETTE","LYON","RALPFR2GXXX","2018-11-20","",""
"FRANCE","BANQUE TARNEAUD","2-6, RUE TURGOT","LIMOGES","TARNFR2LXXX","2018-11-20","",""
"FRANCE","BANQUE TRANSATLANTIQUE","26 avenue F D Roosevelt","PARIS","CMCIFRP1BTR","2018-09-14","",""
"FRANCE","BforBANK","Tour Franklin - 100-101 Terrasse Boieldieu","PARIS LA DEFENSE","BFBKFRP1XXX","2023-02-06","",""
"FRANCE","BNP PARIBAS SA","16 BOULEVARD DES ITALIENS","PARIS","BNPAFRPPXXX","2018-11-20","",""
"FRANCE","BOURSORAMA BANQUE","18 QUAI DU POINT DU JOUR","BOULOGNE BILLANCOURT","BOUSFRPPXXX","2018-11-20","",""
"FRANCE","BPCE","50 Av Pierre Mendes France","Paris cedex 13","BPCEFRPPXXX","2018-04-03","",""
"FRANCE","BRED BANQUE POPULAIRE","18,quai de la Rapee","PARIS","BREDFRPPXXX","2018-10-08","",""
"FRANCE","BRED GESTION","18,quai de la Rapee","PARIS","BRGEFRPPXXX","2018-10-08","",""
"FRANCE","CAISSE D'EPARGNE AQUITAINE POITOU-CHARENTES","61 RUE DU CHATEAU D'EAU","BORDEAUX CEDEX","CEPAFRPP333","2018-04-03","",""
"FRANCE","CAISSE D'EPARGNE AUVERGNE LIMOUSIN","63 rue Montlosier","Clermont-Ferrand","CEPAFRPP871","2018-04-03","",""
"FRANCE","CAISSE D'EPARGNE BOURGOGNE FRANCHE-COMTE","1,Rond point de la Nation BP 23088","DIJON Cedex 9","CEPAFRPP213","2018-04-03","",""
"FRANCE","CAISSE D'EPARGNE BRETAGNE-PAYS DE LOIRE","15 Avenue de la jeunesse BP127","Orvault Cedex","CEPAFRPP444","2018-04-03","",""
"FRANCE","CAISSE D'EPARGNE CEPAC","Place Estrangin-Pastre P108","MARSEILLE Cedex 6","CEPAFRPP131","2018-04-03","",""
"FRANCE","CAISSE D'EPARGNE COTE D'AZUR","455 PROMENADE DES ANGLAIS POBOX 3297","NICE CEDEX 3","CEPAFRPP831","2018-04-03","",""
"FRANCE","CAISSE D'EPARGNE GRAND EST EUROPE","Avenue du Rhin","Strasbourg","CEPAFRPP513","2018-04-03","",""
"FRANCE","CAISSE D'EPARGNE HAUTS DE FRANCE","135 Pont de Flandres","EURALILLE","CEPAFRPP627","2018-04-03","",""
"FRANCE","CAISSE D'EPARGNE ILE DE FRANCE","19,rue du Louvre","PARIS","CEPAFRPP751","2018-04-03","",""
"FRANCE","CAISSE D'EPARGNE LANGUEDOC-ROUSSILLON","254 Rue Michel Teule BP 7330","Montpellier Cedex 4","CEPAFRPP348","2018-04-03","",""
"FRANCE","CAISSE D'EPARGNE LOIRE CENTRE","7 rue d'Escures","Orleans","CEPAFRPP450","2018-04-03","",""
"FRANCE","CAISSE D'EPARGNE LOIRE-DROME-ARDECHE","Espace Fauriel BP 147","SAINT-ETIENNE CEDEX 2","CEPAFRPP426","2018-04-03","",""
"FRANCE","CAISSE D'EPARGNE MIDI-PYRENEES","10,avenue Maxwell . B.P. 22306","TOULOUSE Cedex","CEPAFRPP313","2018-04-03","",""
"FRANCE","CAISSE D'EPARGNE NORMANDIE","151 Rue d.Uelzen","Bois-Guillaume","CEPAFRPP142","2018-04-03","",""
"FRANCE","CAISSE D'EPARGNE RHONE-ALPES","116 Cours Lafayette BP 3276","LYON CEDEX 03","CEPAFRPP382","2018-04-03","",""
"FRANCE","CAISSE DES DEPOTS ET CONSIGNATIONS","56, RUE DE LILLE","PARIS","CDCGFRPPXXX","2021-12-06","",""
"FRANCE","CAISSE FEDERALE DE CREDIT MUTUEL","4 RUE FREDERIC-GUILLAUME RAIFFEISEN","STRASBOURG","CMCIFR2ACEE","2018-09-14","",""
"FRANCE","CAISSE FEDERALE DU CREDIT MUTUEL ANTILLES GUYANE","2 RUE DU PROFESSEUR R. GARCIN","FORT DE FRANCE","CMCIMQM1XXX","2018-09-14","",""
"FRANCE","CAISSE FEDERALE DU CREDIT MUTUEL DU MAINE-ANJOU BASSE-NORMANDIE","43, BOULEVARD VOLNEY","LAVAL CEDEX 9","CMCIFR2ALAV","2018-09-14","",""
"FRANCE","CAISSE FEDERALE DU CREDIT MUTUEL NORD EUROPE","4, PLACE RICHEBE CS 81009","LILLE","CMCIFR2ACMN","2018-09-14","",""
"FRANCE","CAISSE FEDERALE DU CREDIT MUTUEL OCEAN","34 rue Leandre Merlet","LA ROCHE SUR YON","CMCIFR2ACMO","2018-09-14","",""
"FRANCE","CAISSE REGIONAL DE CREDIT AGRICOLE MUTUEL DE CENTRE LOIRE","8 ALLEE DES COLLEGES","BOURGES","AGRIFRPP848","2018-11-20","",""
"FRANCE","CAISSE REGIONAL DE CREDIT AGRICOLE MUTUEL DE CHAMPAGNE BOURGOGNE","269, FAUBOURG CRONCELS","TROYES","AGRIFRPP810","2018-11-20","",""
"FRANCE","CAISSE REGIONAL DE CREDIT AGRICOLE MUTUEL DE FRANCHE COMTE","11, AVENUE ELISEE-CUSENIER","BESANCON","AGRIFRPP825","2018-11-20","",""
"FRANCE","CAISSE REGIONAL DE CREDIT AGRICOLE MUTUEL DE LA CORSE","1 avenue Napoleon 111 PB 308","AJACCIO","AGRIFRPP820","2018-11-20","",""
"FRANCE","CAISSE REGIONAL DE CREDIT AGRICOLE MUTUEL DE LORRAINE","56-58, AVENUE ANDRE-MALRAUX","METZ","AGRIFRPP861","2018-11-20","",""
"FRANCE","CAISSE REGIONAL DE CREDIT AGRICOLE MUTUEL DE NORMANDIE","15 EXPLANADE BRILLAUD DE LAUJARDIERE","CAEN","AGRIFRPP866","2018-11-20","",""
"FRANCE","CAISSE REGIONAL DE CREDIT AGRICOLE MUTUEL DE NORMANDIE SEINE","CITE DE L'AGRICULTURE CHEMIN DE LA BRETEQUE","BOIS GUILLAUME","AGRIFRPP883","2018-11-20","",""
"FRANCE","CAISSE REGIONAL DE CREDIT AGRICOLE MUTUEL DE PARIS ET D'ILE DE FRANCE","26, QUAI DE LA RAPEE","PARIS","AGRIFRPP882","2018-11-20","",""
"FRANCE","CAISSE REGIONAL DE CREDIT AGRICOLE MUTUEL DE TOULOUSE 31","6 PLACE JEANNE D'ARC","TOULOUSE","AGRIFRPP831","2018-11-20","",""
"FRANCE","CAISSE REGIONAL DE CREDIT AGRICOLE MUTUEL DEL'ANJOU ET DU MAINE","40, RUE PREMARTINE","LE MANS","AGRIFRPP879","2018-11-20","",""
"FRANCE","CAISSE REGIONAL DE CREDIT AGRICOLE MUTUEL DU LANGUEDOC","AVENUE DE MONTPELLIERET MAURIN","LATTES","AGRIFRPP835","2018-11-20","",""
"FRANCE","CAISSE REGIONAL DE CREDIT AGRICOLE MUTUEL LOIRE  HAUTE-LOIRE","94, RUE BERGSON","SAINT ETIENNE","AGRIFRPP845","2018-11-20","",""
"FRANCE","CAISSE REGIONAL DE CREDIT AGRICOLE MUTUEL NORD MIDI PYRENNEES","219 AVENUE FRANCOIS VERDIER","ALBI","AGRIFRPP812","2018-11-20","",""
"FRANCE","CAISSE REGIONALE DE CREDIT AGRICOLE MUTUEL ATLANTIQUE VENDEE","route de Paris","NANTES","AGRIFRPP847","2018-11-20","",""
"FRANCE","CAISSE REGIONALE DE CREDIT AGRICOLE MUTUEL BRIE PICARDIE","500 rue Saint-Fuscien","AMIENS","AGRIFRPP887","2018-11-20","",""
"FRANCE","CAISSE REGIONALE DE CREDIT AGRICOLE MUTUEL CENTRE-EST","1 RUE PIERRE DE TRUCHIS DE LAYS","CHAMPAGNE MONT D OR","AGRIFRPP878","2018-11-20","",""
"FRANCE","CAISSE REGIONALE DE CREDIT AGRICOLE MUTUEL CHARENTE-MARITIME DEUX-SEVRES","12 Boulevard Guillet-Maillet","SAINTES Cedex","AGRIFRPP817","2018-11-20","",""
"FRANCE","CAISSE REGIONALE DE CREDIT AGRICOLE MUTUEL D'AQUITAINE","304 BD DU PRESIDENT WILSON","BORDEAUX","AGRIFRPP833","2018-11-20","",""
"FRANCE","CAISSE REGIONALE DE CREDIT AGRICOLE MUTUEL D'ILLE_ET_VILAINE","45 boulevard de la Liberte","RENNES","AGRIFRPP836","2018-11-20","",""
"FRANCE","CAISSE REGIONALE DE CREDIT AGRICOLE MUTUEL DE CHARENTE_PERIGORD","RUE D'EPAGNAC","SOYAUX","AGRIFRPP824","2018-11-20","",""
"FRANCE","CAISSE REGIONALE DE CREDIT AGRICOLE MUTUEL DE LA GUADELOUPE","PETIT PEROU LES ABYMES","ABYMES CEDEX","AGRIGPGXXXX","2018-11-20","",""
"FRANCE","CAISSE REGIONALE DE CREDIT AGRICOLE MUTUEL DE LA MARTINIQUE ET DE LA GUYANE","Rue Case Negres - Place d'Armes","LE LAMENTIN Cedex","AGRIMQMXXXX","2018-11-20","",""
"FRANCE","CAISSE REGIONALE DE CREDIT AGRICOLE MUTUEL DE LA REUNION","CITE DES LAURIERS PARC JEAN DE CAMBIAIRE","SAINT DENIS","AGRIRERXXXX","2018-11-20","",""
"FRANCE","CAISSE REGIONALE DE CREDIT AGRICOLE MUTUEL DE LA TOURAINE ET DU POITOU","18, RUE SALVADOR-ALLENDE","POITIERS","AGRIFRPP894","2018-11-20","",""
"FRANCE","CAISSE REGIONALE DE CREDIT AGRICOLE MUTUEL DES COTES D ARMOR","LA CROIX TUAL PLOUFRAGAN","SAINT BRIEUC Cedex 9","AGRIFRPP822","2018-11-20","",""
"FRANCE","CAISSE REGIONALE DE CREDIT AGRICOLE MUTUEL DU CENTRE OUEST","29, BOULEVARD DE VANTEAUX","LIMOGES","AGRIFRPP895","2018-11-20","",""
"FRANCE","CAISSE REGIONALE DE CREDIT AGRICOLE MUTUEL DU FINISTERE","7, ROUTE DU LOC'H","QUIMPER","AGRIFRPP829","2018-11-20","",""
"FRANCE","CAISSE REGIONALE DE CREDIT AGRICOLE MUTUEL DU NORD EST","25, RUE LIBERGIER","REIMS","AGRIFRPP802","2018-11-20","",""
"FRANCE","CAISSE REGIONALE DE CREDIT AGRICOLE MUTUEL PROVENCE COTE D'AZUR","Avenue Paul Arene Les Negadis","Draguignan","AGRIFRPP891","2018-11-20","",""
"FRANCE","CAISSE REGIONALE DE CREDIT AGRICOLE MUTUEL PYRENEES GASCOGNE","11 BD KENNEDY BP 329","TARBES Cedex","AGRIFRPP869","2018-11-20","",""
"FRANCE","CAISSE REGIONALE DE CREDIT AGRICOLE MUTUEL SUD MEDITERRANEE","30, RUE PIERRE-BRETONNEAU","PERPIGNAN","AGRIFRPP871","2018-11-20","",""
"FRANCE","CAISSE REGIONALE DE CREDIT AGRICOLE MUTUEL VAL DE FRANCE","1, R DANIEL BOUTET","CHARTRES","AGRIFRPP844","2018-11-20","",""
"FRANCE","CIC IBERBANCO","8 rue d'Anjou","PARIS","CMCIFRP1IBB","2018-09-14","",""
"FRANCE","COFIDIS","Parc de la Haute Borne, 61 avenue Halley","Villeneuve d'Ascq","CFFIFR21XXX","2018-09-14","",""
"FRANCE","CREATIS","Parc de la Haute Borne -  61, Avenue Halley","Villeneuve d'Ascq","CRTAFR21XXX","2018-09-14","",""
"FRANCE","CREDIT AGRICOLE ALPES PROVENCE","25, CHEMIN DES TROIS CYPRES","AIX-EN-PROVENCE CEDEX 3","AGRIFRPP813","2018-11-20","",""
"FRANCE","CREDIT AGRICOLE ALSACE VOSGES","1, PLACE DE LA GARE","STRASBOURG","AGRIFRPP872","2018-11-20","",""
"FRANCE","CREDIT AGRICOLE CENTRE FRANCE","3, AVENUE DE LA LIBERATION","CLERMONT FERRAND CEDEX 9","AGRIFRPP868","2018-11-20","",""
"FRANCE","CREDIT AGRICOLE DES SAVOIE","P.A.E. Les Claisins 4 Avenue Pre-Felin","ANNECY","AGRIFRPP881","2018-11-20","",""
"FRANCE","CREDIT AGRICOLE DU MORBIHAN","Avenue de Keranguen 56","VANNES","AGRIFRPP860","2018-11-20","",""
"FRANCE","CREDIT AGRICOLE NORD DE FRANCE","10 SQUARE FOCH - B.P. 369","LILLE CEDEX","AGRIFRPP867","2018-11-20","",""
"FRANCE","Credit Agricole Payment Services","83 boulevard des Chênes","Guyancourt","AGRIFRPP777","2021-03-08","",""
"FRANCE","CREDIT AGRICOLE SA","12 place des Etats-Unis","Montrouge Cedex","AGRIFRPPXXX","2020-04-06","",""
"FRANCE","CREDIT AGRICOLE SUD RHONE ALPES","15-17, RUE PAUL-CLAUDEL","GRENOBLE","AGRIFRPP839","2018-11-20","",""
"FRANCE","CREDIT AGRICOLE-CIB","12 PLACE DES ETATS UNIS","Montrouge","BSUIFRPPXXX","2022-09-05","",""
"FRANCE","CREDIT COOPERATIF","12 BOULEVARD PESARO CS 10002","NANTERRE CEDEX","CCOPFRPPXXX","2019-06-04","",""
"FRANCE","CREDIT DU NORD","59, BOULEVARD HAUSSMANN","PARIS","NORDFRPPXXX","2018-11-20","",""
"FRANCE","CREDIT INDUSTRIEL ET COMMERCIAL (CIC)","6 avenue de provence","PARIS","CMCIFRPPXXX","2018-09-14","",""
"FRANCE","CREDIT MUTUEL ARKEA","1 RUE LOUIS LICHOU","Le Relecq-Kerhuon","CMBRFR2BARK","2018-07-09","",""
"FRANCE","FINANCIERE DES PAIEMENTS ELECTRONIQUES","1 Place des Marseillais","Charenton le Pont","FPELFR21XXX","2022-05-02","",""
"FRANCE","HSBC Continental Europe","38, avenue Kléber","Paris","CCFRFRPPXXX","2019-07-08","",""
"FRANCE","Iliad 78","16 Rue de la ville l'eveque","Paris","ILIAFRP1XXX","2019-10-07","",""
"FRANCE","LA BANQUE POSTALE","115 RUE DE SEVRES","PARIS CEDEX 06","PSSTFRPPXXX","2018-11-19","",""
"FRANCE","LCL - LE CREDIT LYONNAIS","19, BOULEVARD DES ITALIENS","PARIS","CRLYFRPPXXX","2019-10-07","",""
"FRANCE","LYONNAISE DE BANQUE","8 rue de la republique","LYON","CMCIFRP1LYB","2018-09-14","",""
"FRANCE","Memo Bank SA","Rue du Fabourg Poissonniere","Paris","MEMOFRP2XXX","2022-02-15","",""
"FRANCE","MONABANQ","Parc de la Haute Borne - 61 avenue Halley","Villeneuve d'Ascq","CMCIFRP1MON","2018-09-14","",""
"FRANCE","NATIXIS","Natixis - Cash Management et operations BP4","Paris Cedex 02","NATXFRPPXXX","2018-04-03","",""
"FRANCE","NOUVELLE VAGUE","1 rue Louis Lichou","Le Relecq-Kerhuon","NOVUFR21XXX","2018-12-03","",""
"FRANCE","Nuapay SAS","27 AVENUE DE L'OPERA","Paris","NUAAFRP2XXX","2021-05-31","",""
"FRANCE","OLINDA","20 bis rue La Fayette","PARIS","QNTOFRP1XXX","2021-12-06","",""
"FRANCE","ONEY BANK SA","40 avenue de Flandre","CROIX","BACCFR22XXX","2021-06-23","",""
"FRANCE","Orange Bank","67 rue Robespierre","Montreuil Cedex","ORUEES21XXX","2020-03-17","",""
"FRANCE","SHINE","12 rue Anselme","Saint Ouen","SNNNFR22XXX","2022-06-07","",""
"FRANCE","SLIMPAY","12 rue Godot de Mauroy","PARIS","SLMPFRP1XXX","2022-04-19","",""
"FRANCE","SOCIETE DE BANQUE ET D'EXPANSION (SBE)","7,rue Auguste Gervais","Issy les Moulineaux","SBEXFRP1XXX","2018-10-08","",""
"FRANCE","SOCIETE FINANCIERE DE DEVELOPPEMENT DE LA REUNION (SOFIDER)","3,rue Labourdonnais","Saint-Denis","SODIRER1XXX","2018-10-08","",""
"FRANCE","SOCIETE GENERALE","29, BOULEVARD HAUSSMANN","PARIS","SOGEFRPPXXX","2018-11-20","",""
"FRANCE","Societe Marseillaise de Credit","75 rue du Paradis","Marseille","SMCTFR2AXXX","2018-11-20","",""
"FRANCE","SWAN","95 avenue du Président Wilson / CS 50003","Montreuil","SWNBFR22XXX","2022-09-05","",""
"FRANCE","TREEZOR SAS","33 Avenue de Wagram","PARIS","TRZOFR21XXX","2021-11-02","",""
"FRANCE","XPOLLENS","110 Avenue de France","Paris","SMOEFRP1XXX","2019-09-02","",""
"GERMANY","Aachener Bank eG","Theaterstrasse 5","Aachen","GENODED1AAC","2018-11-20","",""
"GERMANY","Abtsgmuender Bank -Raiffeisen- eG","Hauptstr 13","Abtsgmuend","GENODES1ABR","2018-11-27","",""
"GERMANY","AKTIVBANK AG","Herriotstraße 1","Frankfurt am Main","AKBADES1XXX","2018-11-27","",""
"GERMANY","Allgaeuer Volksbank eG Kempten-Sonthofen","Rathausplatz 12","Kempten","GENODEF1KEV","2018-11-27","",""
"GERMANY","BAG Bankaktiengesellschaft","Gabelsbergerstrasse 1a","Hamm","GENODEM1BAG","2018-11-27","",""
"GERMANY","Bank 1 Saar eG","Kaiserstr. 20","Saarbruecken","SABADE5SXXX","2018-11-27","",""
"GERMANY","BANK 11 FUR PRIVATKUNDEN UND HANDEL GMBH","HAMMER LANDSTRASSE 91","NEUSS","WEFZDED1XXX","2020-07-06","",""
"GERMANY","Bank fuer Kirche und Caritas eG","Kamp 17","Paderborn","GENODEM1BKC","2018-11-27","",""
"GERMANY","Bank fuer Kirche und Diakonie eG - KD-Bank","Schwanenwall 27","Dortmund","GENODED1DKD","2018-11-27","",""
"GERMANY","BANK FUER TIROL UND VORARLBERG AKTIENGESELLSCHAFT, ZWEIGNIEDERLASSUNG DEUTSCHLAND","BUXACHER STRASSE 1","MEMMINGEN","BTVADE61XXX","2020-06-23","",""
"GERMANY","BANK IM BISTUM ESSEN eG","Gildehofstrasse 2","Essen","GENODED1BBE","2018-11-27","",""
"GERMANY","Bank Schilling & Co Aktiengesellschaft","Am Marktplatz 10","Hammelburg","BSHADE71XXX","2019-02-04","",""
"GERMANY","Bankhaus Anton Hafner KG","Maximilianstrasse 29","Augsburg","ANHODE77XXX","2022-07-04","",""
"GERMANY","BANKHAUS BAUER AG","Hatzper Straße 30","ESSEN","BHBADES1XXX","2018-11-20","",""
"GERMANY","Bankhaus E. Mayer AG","Friedrichring 28-30","Freiburg","BKMADE61XXX","2021-07-05","",""
"GERMANY","Bankhaus Max Flessa KG","Luitpoldstrasse 2-6","Schweinfurt","FLESDEMMXXX","2018-11-20","",""
"GERMANY","Bankhaus RSA eG","Hauptstr. 8","Rechtmehring","GENODEF1RME","2018-11-27","",""
"GERMANY","Bayerische BodenseeBank -Raiffeisen- eG","Inselgraben 2","Lindau","GENODEF1LBB","2018-11-27","",""
"GERMANY","Bayerische Landesbank (BayernLB)","Brienner Str. 18","Muenchen","BYLADEMMXXX","2018-12-04","",""
"GERMANY","BBBank eG","Herrenstr 2-10","Karlsruhe","GENODE61BBB","2018-11-27","",""
"GERMANY","Bensberger Bank eG","Schlossstr 82","Bergisch Gladbach","GENODED1BGL","2018-11-27","",""
"GERMANY","BERLIN HYP AG","Corneliusstrasse 7","BERLIN","BHYPDEB2XXX","2019-01-07","",""
"GERMANY","Berliner Sparkasse Niederlassung der Landesbank Berlin AG","Alexanderplatz 2","Berlin","BELADEBEXXX","2018-07-10","",""
"GERMANY","Berliner Volksbank eG","Wittestrasse 30 R","Berlin","BEVODEBBXXX","2018-11-27","",""
"GERMANY","Bernhauser Bank eG","Bernhaeuser Hauptstr. 14","Filderstadt","GENODES1BBF","2018-11-27","",""
"GERMANY","Bezirkssparkasse Reichenau","Abt-Berno-strasse 1","Reichenau","SOLADES1REN","2018-07-10","",""
"GERMANY","BFW - BANK FUER WOHNUNGSWIRTSCHAFT AG","M7 24","Mannheim","BFWODE71XXX","2019-02-04","",""
"GERMANY","Bopfinger Bank Sechta-Ries eG","Hauptstr 1","Bopfingen","GENODES1BPF","2018-11-27","",""
"GERMANY","Bordesholmer Sparkasse AG","Bahnhofstrasse 43-47","Bordesholm","NOLADE21BOR","2018-07-10","",""
"GERMANY","Brandenburger Bank Volksbank-Raiffeisenbank eG","Am Hafen 1","Brandenburg","GENODEF1BRB","2018-11-27","",""
"GERMANY","Bremische Volksbank eG","Domsheide 14","Bremen","GENODEF1HB1","2018-11-27","",""
"GERMANY","Bruehler Bank eG","Tiergartenstr 1-7","Bruehl","GENODED1BRL","2018-11-27","",""
"GERMANY","Budenheimer Volksbank eG","Luisenstr 7","Budenheim","GENODE51BUD","2018-11-27","",""
"GERMANY","C24 Bank GmbH","Speicherstr. 55","Frankfurt","DEFFDEFFXXX","2022-03-07","",""
"GERMANY","Commerzbank AG","Kaiserstrasse 15 (Kaiserplatz)","Frankfurt/Main","COBADEFFXXX","2018-11-05","",""
"GERMANY","Cronbank AG","Frankfurter strasse 155","Dreieich (bei Ffm)","GENODE51CRO","2018-11-20","",""
"GERMANY","Dettinger Bank eG Volks- und Raiffeisenbank","Karlstr 74","Dettingen","GENODES1DBE","2018-11-27","",""
"GERMANY","DEUTSCHE BANK AG","Theodor-Heuss-Allee 70","FRANKFURT AM MAIN","DEUTDEFFXXX","2018-11-20","",""
"GERMANY","DEUTSCHE BANK EUROPE GMBH","Taunusanlage 12","FRANKFURT AM MAIN","DEUTDE5XXXX","2018-11-20","",""
"GERMANY","DEUTSCHE BUNDESBANK","14, WILHELM EPSTEIN STRASSE","FRANKFURT AM MAIN","MARKDEFFXXX","2019-11-25","",""
"GERMANY","DEUTSCHE KREDIT BANK A.G.","Taubenstr. 7-9","BERLIN","BYLADEM1001","2018-07-10","",""
"GERMANY","Die Sparkasse Bremen","Postfach 107880","Bremen","SBREDE22XXX","2018-07-10","",""
"GERMANY","Dithmarscher Volks- und Raiffeisenbank eG","Markt 24-25","Heide","GENODEF1DVR","2018-11-27","",""
"GERMANY","DKM Darlehnskasse Muenster eG","Breul 26","Muenster","GENODEM1DKM","2018-11-27","",""
"GERMANY","DONAU-ILLER BANK EG","Pfisterstrasse 20","Ehingen","GENODES1EHI","2018-11-27","",""
"GERMANY","Dortmunder Volksbank eG","Betenstr. 10","Dortmund","GENODEM1DOR","2018-11-27","",""
